date,Tmin,Tmax,vent,pluie
20/06/2017,19,32,26,0
21/06/2017,23,34,29,0
22/06/2017,24,34,21,0
23/06/2017,20,32,,0
24/06/2017,19,33,22,0
25/06/2017,20,37,21,0
26/06/2017,23,40,,0
27/06/2017,29,38,21,0
28/06/2017,28,42,34,0
29/06/2017,24,34,24,0
30/06/2017,22,32,32,0
01/07/2017,23,30,37,0
02/07/2017,22,30,37,0
03/07/2017,22,29,28,0
04/07/2017,21,30,21,0
05/07/2017,21,34,26,0
06/07/2017,20,36,21,0
07/07/2017,21,36,21,0
08/07/2017,20,37,21,0
09/07/2017,21,38,24,0
10/07/2017,22,38,26,0
11/07/2017,21,41,26,0
12/07/2017,25,39,21,0
13/07/2017,23,38,37,0
14/07/2017,27,36,35,0
15/07/2017,24,35,37,0
16/07/2017,24,33,37,0
17/07/2017,23,30,28,0
18/07/2017,20,30,26,0
19/07/2017,25,34,28,0
20/07/2017,24,33,29,0
21/07/2017,26,37,29,0
22/07/2017,27,38,24,0
23/07/2017,24,37,24,0
24/07/2017,26,38,37,0
25/07/2017,24,32,34,0
26/07/2017,24,32,39,0
27/07/2017,23,32,34,0
28/07/2017,24,33,,0
29/07/2017,20,38,21,0
30/07/2017,22,41,29,0
31/07/2017,27,38,29,0
01/08/2017,24,38,28,0
02/08/2017,22,41,24,0
03/08/2017,22,40,21,0
04/08/2017,22,43,,0
05/08/2017,23,40,,0
06/08/2017,24,37,,0
07/08/2017,23,37,21,0.2
08/08/2017,25,41,29,0
09/08/2017,29,42,28,0
10/08/2017,26,37,32,0.5
11/08/2017,24,31,28,0
12/08/2017,23,31,32,0
13/08/2017,22,30,,0
14/08/2017,23,33,32,0
15/08/2017,24,34,,0
16/08/2017,22,34,21,0
17/08/2017,21,36,,0
18/08/2017,22,36,,0
19/08/2017,22,38,21,0
20/08/2017,25,35,32,0
21/08/2017,24,32,29,0
22/08/2017,22,31,26,0
23/08/2017,22,32,,0
24/08/2017,21,32,22,0
25/08/2017,25,35,26,0
26/08/2017,22,36,22,0
27/08/2017,21,37,22,0
28/08/2017,19,37,,0
29/08/2017,20,36,24,0
30/08/2017,22,24,,0
31/08/2017,23,37,26,0
01/09/2017,27,38,24,0
02/09/2017,24,32,34,0
03/09/2017,22,30,32,0
04/09/2017,20,32,26,0
05/09/2017,22,31,24,0
06/09/2017,20,33,22,0
07/09/2017,22,30,16,0
08/09/2017,22,29,28,1.7
09/09/2017,19,36,16,0
10/09/2017,25,31,42,0
11/09/2017,17,28,41,11.6
12/09/2017,19,34,21,0
13/09/2017,21,29,26,0
14/09/2017,18,34,15,0
15/09/2017,20,33,24,0
16/09/2017,23,37,29,0
17/09/2017,22,29,32,0
18/09/2017,19,29,21,0
19/09/2017,21,27,34,0
20/09/2017,19,26,35,0
21/09/2017,18,26,22,0
22/09/2017,17,30,34,0
23/09/2017,22,32,21,0
24/09/2017,22,29,28,0
25/09/2017,20,29,28,0
26/09/2017,16,32,,0
27/09/2017,20,27,,0
28/09/2017,20,27,26,0
29/09/2017,21,26,24,0
30/09/2017,17,27,24,0
01/10/2017,17,28,,0
02/10/2017,17,24,21,0
03/10/2017,16,26,,18.2
04/10/2017,20,24,16,13.4
05/10/2017,20,26,29,5.8
06/10/2017,18,27,35,4.3
07/10/2017,17,24,32,0
08/10/2017,14,25,15,0
09/10/2017,15,27,15,0
10/10/2017,17,27,,0
11/10/2017,16,26,15,0
12/10/2017,15,26,15,0.2
13/10/2017,17,26,16,0
14/10/2017,16,25,,0
15/10/2017,17,26,16,0
16/10/2017,13,26,15,0
17/10/2017,14,28,13,0
18/10/2017,17,28,21,0
19/10/2017,16,30,21,0
20/10/2017,18,24,28,0
21/10/2017,18,25,15,10.6
22/10/2017,18,26,24,0
23/10/2017,18,22,39,0
24/10/2017,17,23,29,0
25/10/2017,17,24,37,0
26/10/2017,16,23,16,0
27/10/2017,14,27,26,0
28/10/2017,18,23,32,0
29/10/2017,15,24,35,2
30/10/2017,15,25,28,0.2
31/10/2017,15,24,13,0
01/11/2017,13,24,16,0
02/11/2017,12,25,15,0.2
03/11/2017,14,28,15,0
04/11/2017,12,26,21,0
05/11/2017,16,25,13,0.2
06/11/2017,12,19,35,7.1
07/11/2017,10,18,32,6
08/11/2017,12,22,24,1.5
09/11/2017,9,23,,0
10/11/2017,13,18,,0
11/11/2017,15,20,29,0
12/11/2017,13,21,28,0
13/11/2017,11,20,28,0
14/11/2017,9,15,29,2
15/11/2017,9,15,28,4
16/11/2017,12,18,22,7.1
17/11/2017,11,19,35,0
18/11/2017,12,19,24,0
19/11/2017,11,20,26,0
20/11/2017,13,20,24,0
21/11/2017,11,21,16,0
22/11/2017,8,22,15,0
23/11/2017,10,20,11,0
24/11/2017,10,21,15,0
25/11/2017,10,23,16,0
26/11/2017,13,17,22,0
27/11/2017,11,16,39,0.5
28/11/2017,10,18,,0.5
29/11/2017,8,24,28,0
30/11/2017,11,19,22,0
01/12/2017,9,15,22,6.6
02/12/2017,6,12,39,0
03/12/2017,5,14,24,3.3
04/12/2017,8,14,28,0.7
05/12/2017,7,16,15,1.5
06/12/2017,5,16,11,0
07/12/2017,4,18,9,0
08/12/2017,4,17,15,0
09/12/2017,8,17,26,0
10/12/2017,10,17,24,0
11/12/2017,7,20,28,0
12/12/2017,10,23,21,0
13/12/2017,10,18,26,0
14/12/2017,9,18,,0
15/12/2017,8,22,24,0
16/12/2017,10,14,22,0.2
17/12/2017,8,13,32,6.8
18/12/2017,8,12,26,4
19/12/2017,6,14,13,1
20/12/2017,4,15,21,0.5
21/12/2017,8,12,29,0.7
22/12/2017,8,15,37,5
23/12/2017,11,17,24,0
24/12/2017,6,17,21,0
25/12/2017,-2,18,15,0.2
26/12/2017,6,17,,0
27/12/2017,-5,17,29,0
28/12/2017,9,13,28,3.5
29/12/2017,10,15,39,6.3
30/12/2017,,,,
31/12/2017,,,,
